0,1,2,3,4,5,6,7,8,9,10,11,12
영동감자탕,서울시 마포구 서교동 448-2,02-3141-8885,탕 / 찌개 / 전골,감자탕(대),33000.0,"감자탕(대):33,000원//감자탕(중):27,000원//뚝배기 감자탕:8,000원//부대찌개:7,000원/",15:30 - 17:00,4.2,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/605952_1504617144919440.jpg,321.0
티톨로,서울시 강남구 청담동 79-8 1F,02-6205-9998,이탈리안,,,,18:00 - 02:00,4.6,38.0,,https://mp-seoul-image-production-s3.mangoplate.com/585290_1535611163021013.jpg,322.0
쉐시몽,서울시 마포구 서교동 478-3 동궁빌딩 1F,02-730-1045,프랑스 음식,,,,12:00 - 22:00,4.7,25.0,,https://mp-seoul-image-production-s3.mangoplate.com/578192_1599409365401769.jpg,323.0
Ndd,서울시 성동구 성수동1가 685-325 2F,070-4113-1088,카페 / 디저트,,,,,4.3,17.0,,https://mp-seoul-image-production-s3.mangoplate.com/417672/585290_1599620916134_91219,324.0
아우프글렛,서울시 성동구 금호동1가 1801-4 1F,"
카페 / 디저트
",,크로플,9000.0,"크로플:9,000원//크림커피:7,000원//아메리카노:4,500원/","


크로플
9,000원


크림커피
7,000원


아메리카노
4,500원


",4.1,35.0,,https://mp-seoul-image-production-s3.mangoplate.com/358941/1536664_1585646447060_7810,325.0
버터밀크,서울시 마포구 창전동 6-131,070-4157-1030,브런치 / 버거 / 샌드위치,버터밀크 팬케익 세트,7800.0,"버터밀크 팬케익 세트:7,800원//리코타치즈 팬케익 세트:8,800원//트리플치즈 팬케익 세트:10,800원//토스트 세트:10,800원//베이컨 스크램블에그 샌드위치:4,500원/",10:00 - 16:00,,,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/104601_1446993083942.jpg,326.0
하노이102,서울시 성동구 성수동1가 668-18,02-469-5101,베트남 음식,,,,11:30 - 22:00,4.2,49.0,,https://mp-seoul-image-production-s3.mangoplate.com/463989_1506304962616301.jpg,327.0
다인,서울시 마포구 연남동 225-12 1F,02-6012-5447,정통 일식 / 일반 일식,,,,11:00 - 21:00,4.4,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/707184_1599717726750390.jpg,328.0
인딕 슬로우,서울시 강남구 신사동 525-4 1F,02-511-0139,인도 음식,,,,11:30 - 22:00,4.4,29.0,,https://mp-seoul-image-production-s3.mangoplate.com/364458_1513405622602061.jpg,329.0
닭으로가,서울시 강남구 신사동 662-6,02-518-9936,닭 / 오리 요리,,,,12:00 - 00:00,4.3,23.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/684068_1488299557750672.jpg,330.0
모모야,서울시 마포구 동교동 198-7,02-325-9415,까스 요리,히레카츠벤또,9500.0,"히레카츠벤또:9,500원//로스카츠벤또:9,000원//카츠동:8,000원//믹스카츠동:8,500원//에비동:9,000원/",11:00 - 21:00,4.1,105.0,,https://mp-seoul-image-production-s3.mangoplate.com/399301_1528971300318503.jpg,331.0
옥동식,서울시 마포구 서교동 385-6,02-6012-9915,탕 / 찌개 / 전골,돼지곰탕,9000.0,"돼지곰탕:9,000원//특곰탕:14,000원/",월-금: 11:00 - 22:00 토-일: 11:00 - 20:30,,,,https://mp-seoul-image-production-s3.mangoplate.com/756746_1599135709109171.jpg,332.0
훌라훌라,서울시 마포구 망원동 394-63 1F,070-7786-1542,퓨전 양식,,,,15:00 - 17:00,4.2,26.0,,https://mp-seoul-image-production-s3.mangoplate.com/617296_1557836724805666.jpg,333.0
오복수산,서울시 강남구 신사동 666-25 2F,02-545-9966,돈부리 / 일본 카레 / 벤토,,,,11:30 - 21:30,4.4,56.0,,https://mp-seoul-image-production-s3.mangoplate.com/814188_1584965489517695.jpg,334.0
파이브익스트랙츠,서울시 성북구 성북동 97-28,070-4063-5525,카페 / 디저트,,,,월-금: 10:00 - 22:00 토-일: 11:00 - 22:00,3.9,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/777980_1598799121854313.jpg,335.0
야미요밀 (휴업중),서울시 마포구 서교동 391-18 1F,02-325-0082,베이커리,,,,06:00 - 21:00,4.3,69.0,,https://mp-seoul-image-production-s3.mangoplate.com/332941_1509704374714008.jpg,336.0
잇샐러드,서울시 성동구 성수동2가 300-8 1F,070-8118-1751,기타 양식,,,,11:00 - 21:00,4.2,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/494181_1597062080952986.jpg,337.0
광안리,서울시 마포구 서교동 396-44,02-332-7366,회 / 스시,,,,,4.2,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/361716/513273_1598078686850_11269,338.0
사잔카,서울시 강남구 신사동 640-13,02-548-5048,정통 일식 / 일반 일식,사잔카 오마카세,89000.0,"사잔카 오마카세:89,000원//사잔카 타쿠미:110,000원/",18:00 - 01:00,4.4,32.0,,https://mp-seoul-image-production-s3.mangoplate.com/364786/1234345_1563773077076_223867,339.0
우정양곱창,서울시 강남구 논현동 67-11,02-6083-5830,고기 요리,,,,21:40,4.3,21.0,,https://mp-seoul-image-production-s3.mangoplate.com/810394_1513500228123368.jpg,340.0
위드램,서울시 마포구 상수동 325-2 2F,02-583-0077,칵테일 / 와인,,,,19:00 - 03:00,4.3,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/207248_1545152142402196.jpg,341.0
동해루,서울시 성동구 행당동 128-456,02-2292-5342,정통 중식 / 일반 중식,,,,11:00 - 20:30,3.8,11.0,,https://mp-seoul-image-production-s3.mangoplate.com/357379/743008_1550917010662_44398,342.0
우콘카레,서울시 성동구 성수동2가 328-17,070-4124-8769,돈부리 / 일본 카레 / 벤토,,,,월-금: 11:30 - 21:30 토-일: 11:30 - 20:30,3.7,26.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/60834_1468936744406854.jpg,343.0
로스디아스,서울시 성북구 동선동2가 82 2F,02-921-4800,카페 / 디저트,,,,,3.9,23.0,,https://mp-seoul-image-production-s3.mangoplate.com/523864_1567098792676213.jpg,344.0
진미곱창,서울시 성동구 금호동3가 799,02-2233-2232,고기 요리,,,,,4.0,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/615410_1515203220181187.jpg,345.0
대충유원지,서울시 마포구 연남동 570-28,070-4799-5640,카페 / 디저트,,,,12:30 - 22:00,4.3,35.0,,https://mp-seoul-image-production-s3.mangoplate.com/54992_1517030098582322.jpg,346.0
고타이,서울시 마포구 노고산동 56-43,02-3141-5822,태국 음식,,,,월-금: 11:30 - 22:00 토: 13:00 - 22:00,4.3,35.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/(null)_1442988453852.jpg,347.0
폴드커피,서울시 성북구 하월곡동 133,02-912-9946,카페 / 디저트,,,,12:00 - 22:00,3.9,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/1009131_1598702667022760.jpg,348.0
쿠이신보,서울시 마포구 합정동 413-16 2F,02-332-9215,이자카야 / 오뎅 / 꼬치,야키토리 5종세트,16000.0,"야키토리 5종세트:16,000원//토리차슈:9,000원//혼마구로사시미:14,000원//요세나베:24,000원/",월-목: 17:30 - 01:00 금-토: 17:00 - 02:00 일: 17:00 - 24:00,4.6,89.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/394407_1491037236909783.jpg,349.0
목바,서울시 성북구 동소문동2가 42,02-744-5533,스테이크 / 바베큐,,,,일-목: 17:00 - 01:00 금-토: 17:00 - 02:00,3.6,17.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/500513_1457976933659720.jpg,350.0
한림돈가,서울시 마포구 서교동 465-7,02-336-6604,고기 요리,,,,17:00 - 05:00,4.3,41.0,,https://mp-seoul-image-production-s3.mangoplate.com/340446/899667_1514689181537_72345,351.0
혼네,서울시 마포구 연남동 227-4,02-332-5247,라멘 / 소바 / 우동,,,,12:00 - 21:00,4.4,101.0,,https://mp-seoul-image-production-s3.mangoplate.com/330456/1013171_1599715146205_24222,352.0
리틀빅,서울시 마포구 서교동 330-46,010-9533-8204,칵테일 / 와인,,,,19:00 - 02:00,4.2,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/549473_1502797888013751.jpg,353.0
부부요리단1탄 제주흑돼지갑오징어,서울시 성동구 옥수동 392,02-2295-5886,해산물 요리,,,,월-토: 11:00 - 23:00 일: 11:00 - 22:00,3.7,27.0,,https://mp-seoul-image-production-s3.mangoplate.com/185296_1420950748823,354.0
쌍다리돼지불백,서울시 성북구 성북동 109-2,02-743-0325,한정식 / 백반 / 정통 한식,돼지불백,9000.0,{'매일': '오전 9시 - 오후 9시                                            (2번째 4번째 일요일 휴무)\n'},09:00 - 21:30,,,,https://mp-seoul-image-production-s3.mangoplate.com/2742/398645_1456544213025_160945,355.0
스시사카우,서울시 강남구 신사동 627-27 B1,010-9394-2554,정통 일식 / 일반 일식,,,,12:00 - 22:00,4.3,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/2925_1598008119948793.jpg,356.0
쿠차라,서울시 마포구 서교동 490 메세나폴리스 B1,02-332-2155,남미 음식,,,,11:00 - 22:00,4.2,42.0,,https://mp-seoul-image-production-s3.mangoplate.com/480829_1537766943089066.jpg,357.0
일미옥,서울시 성북구 안암동5가 15-32 B1,02-929-7889,정통 중식 / 일반 중식,,,,10:00 - 22:00,3.9,11.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/277947_1488900390620438.jpg,358.0
이웃집라자냐,서울시 성북구 하월곡동 70-128,02-3292-1074,이탈리안,,,,11:00 - 21:00,3.7,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/391175/207021_1578668018190_15127,359.0
자이온보트,서울시 마포구 서교동 396-24,070-8953-6473,세계음식 기타,Jerk Chicken,19500.0,"Jerk Chicken:19,500원//Natty Cheese Potato:13,500원//Jerk Chicken Burger:8,000원/",월-토: 17:30 - 24:00 일: 15:00 - 19:00,4.2,111.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/528080_1460867320135678.jpg,360.0
테이블담소,서울시 성북구 동선동2가 135-23,02-929-1582,칵테일 / 와인,,,,,3.7,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/320501/633545_1529921614975_5135,361.0
이요이요스시,서울시 마포구 도화동 169-1 베스트웨스턴 가든호텔 B1,010-5900-5679,정통 일식 / 일반 일식,런치,45000.0,"런치:45,000원//디너:75,000원/",12:00 - 22:00,4.3,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/192291/429931_1453525109199_28218,362.0
아리가또,서울시 성동구 행당동 168-78,"
카페 / 디저트
",,,,,,3.9,42.0,,https://mp-seoul-image-production-s3.mangoplate.com/1218086_1546360432459313.jpg,363.0
치카미치,서울시 성동구 성수동1가 8-17,070-7543-4125,정통 일식 / 일반 일식,,,,11:30 - 23:00,3.7,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/1572468_1598177661327015.jpg,364.0
한상차림밥상,서울시 성북구 안암동3가 9 1F,010-9073-4141,한정식 / 백반 / 정통 한식,,,,11:00 - 22:00,4.0,18.0,,https://mp-seoul-image-production-s3.mangoplate.com/1515134_1591333539343442.jpg,365.0
켄,서울시 강남구 신사동 631-28 2F,02-511-7809,정통 일식 / 일반 일식,오마카세코스,180000.0,"오마카세코스:180,000원/",18:00 - 24:00,4.6,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/321594/449685_1573741132804_47764,366.0
현우동,서울시 강남구 논현동 11-1,02-515-3622,라멘 / 소바 / 우동,,,,,4.4,17.0,,https://mp-seoul-image-production-s3.mangoplate.com/1647337_1597895697380648.jpg,367.0
오레노카츠,서울시 성동구 성수동1가 16-8 102호,02-499-0323,까스 요리,,,,11:30 - 22:00,4.1,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/1593527_1598865106606475.jpg,368.0
춘향미엔 ,서울시 성동구 행당동 299-1,02-2281-9031,딤섬 / 만두,,,,04:00,4.5,57.0,,https://mp-seoul-image-production-s3.mangoplate.com/1572468_1598153257385777.jpg,369.0
갓포아키,서울시 강남구 청담동 83-1,02-540-8660,이자카야 / 오뎅 / 꼬치,요세나베,43000.0,"요세나베:43,000원//규스테이크(150g):39,000원//스시12종 (12p):35,000원//제철 생선회 (2인):59,000원//우니동:35,000원/",18:00 - 01:00,4.4,43.0,,https://mp-seoul-image-production-s3.mangoplate.com/187381_1426740519985,370.0
우리밀국시,서울시 성북구 성북동 124-11,02-745-3764,국수 / 면 요리,감자전,12000.0,"감자전:12,000원//생선전 (소):15,000원//수육:30,000원/",09:30 - 21:00,3.4,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/33200_1496050129346071.jpg,371.0
프릳츠커피컴퍼니,서울시 마포구 도화동 179-9,02-3275-2045,카페 / 디저트,생크림 팥빵,2800.0,"생크림 팥빵:2,800원//레몬 혼당:3,200원//사장님 스페셜:3,800원//우유식빵:4,300원//아메리카노:4,400원/","


생크림 팥빵
2,800원


레몬 혼당
3,200원


사장님 스페셜
3,800원


우유식빵
4,300원


아메리카노
4,400원


",4.2,305.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/292438_1475041657861124.jpg,372.0
진만두,서울시 마포구 서교동 327-22,02-338-1117,딤섬 / 만두,따 빠오즈 소 (3개),10000.0,"따 빠오즈 소 (3개):10,000원//꾸어티얼:7,000원//쯩겨:7,000원//동파육 (한정소량):26,000원//오향진장육:18,000원/",12:00 - 22:00 ,,,,https://mp-seoul-image-production-s3.mangoplate.com/584169_1547304796085797.jpg,373.0
조명창고,서울시 성동구 행당동 12-8 2F,02-2299-5606,칵테일 / 와인,,,,,3.9,12.0,,https://mp-seoul-image-production-s3.mangoplate.com/325494/798670_1497268151854_17508,374.0
파이리퍼블릭,서울시 마포구 동교동 147-48 B1,02-6083-1967,다국적 퓨전,,,,12:00 - 22:00,4.4,25.0,,https://mp-seoul-image-production-s3.mangoplate.com/387978/965277_1599065494935_31915,375.0
컨플릭트 스토어 (휴업중),서울시 강남구 신사동 551-24,02-517-0122,카페 / 디저트,,,,,4.3,38.0,,https://mp-seoul-image-production-s3.mangoplate.com/667882_1541166736829482.jpg,376.0
제이에스가든,서울시 강남구 논현동 92,02-3446-5288,정통 중식 / 일반 중식,,,,11:30 - 22:00,4.3,28.0,,https://mp-seoul-image-production-s3.mangoplate.com/10120_1417575823196,377.0
옥수역5번출구3번째포장마차,서울시 성동구 옥수동 367-6,"
기타 한식
",,,,,,4.0,21.0,,https://mp-seoul-image-production-s3.mangoplate.com/390628/1100616_1579799627709_22043,378.0
제이네살롱,서울시 마포구 합정동 437-11,02-6213-2053,퓨전 양식,,,,12:00 - 21:00,4.2,23.0,,https://mp-seoul-image-production-s3.mangoplate.com/196494/710068_1505613756678_63893,379.0
스쿠로,서울시 강남구 신사동 544-21 1F,02-511-1731,칵테일 / 와인,,,,수-토: 18:00 - 02:00 일-화: 18:00 - 24:00,4.5,50.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/4741_1478931017812617.jpg,380.0
이태리총각,서울시 성북구 삼선동5가 398,02-6405-8893,이탈리안,,,,화-금: 11:30 - 22:00 토-일: 12:00 - 22:00,3.7,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/343903/1171911_1594181929272_9825,381.0
정가네지짐이,서울시 성북구 정릉동 106-3,02-942-3694,한정식 / 백반 / 정통 한식,,,,,3.7,4.0,,https://mp-seoul-image-production-s3.mangoplate.com/302708_1592220087609144.jpg,382.0
애정훠궈,서울시 성북구 동선동1가 3-3 2F,010-8280-0868,기타 중식,,,,12:00 - 24:00,3.9,11.0,,https://mp-seoul-image-production-s3.mangoplate.com/335424/90579_1517390268618_279408,383.0
루블랑,서울시 마포구 서교동 342-2,070-8849-2040,프랑스 음식,,,,11:30 - 22:00,4.3,51.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/332941_1490681127879089.jpg,384.0
소이연남마오,서울시 강남구 신사동 665-9,02-545-5130,태국 음식,소고기국수,9500.0,"소고기국수:9,500원//똠양누들:12,000원//소이뽀삐아:13,000원//쏨땀:12,000원//얌운센:12,000원/",11:30 - 02:00,4.7,38.0,,https://mp-seoul-image-production-s3.mangoplate.com/722502_1599345701579672.jpg,385.0
덕써니,서울시 성북구 석관동 300-7,02-966-7518,기타 한식,,,,,3.9,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/404056/1000578_1591614318827_32087,386.0
빠넬로,서울시 마포구 서교동 400-22 건우상가주택,02-322-0920,이탈리안,마르게리따따,19000.0,"마르게리따따:19,000원//콰트로 포르마지:23,000원//빠넬로 포카챠:24,000원//감베리 파스타:20,000원//아라비아따 파스타:17,000원/",월-금: 18:00 - 23:00 토: 12:00 - 22:00 일:12:00 - 21:00,4.3,120.0,,https://mp-seoul-image-production-s3.mangoplate.com/52544_1504227544936590.jpg,387.0
연어롭다,서울시 마포구 연남동 382-19,02-324-8300,회 / 스시,,,,11:00 - 02:00,4.2,100.0,,https://mp-seoul-image-production-s3.mangoplate.com/349612/796384_1598968184537_33624,388.0
효도치킨,서울시 강남구 논현동 105-4 한진로즈힐아파트 상가 101동 120호,02-518-0628,닭 / 오리 요리,,,,18:00 - 24:00,4.7,38.0,,https://mp-seoul-image-production-s3.mangoplate.com/1762253_1596983211568500.jpg,389.0
정돈 프리미엄,서울시 강남구 신사동 519-4,02-549-0924,까스 요리,로스,18000.0,"로스:18,000원//히레:19,000원//로스+히레:22,000원//상 로스:24,000원//에비후라이+로스:28,000원/",11:30 - 22:00,4.4,204.0,,https://mp-seoul-image-production-s3.mangoplate.com/5821_1524064410926311.jpg,390.0
커피스토어,서울시 성북구 안암동3가 110-24,"
카페 / 디저트
",,,,,,3.6,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/1196761_1580619549328096.jpg,391.0
와인웍스,서울시 강남구 압구정동 429 현대백화점압구정본점 B1,02-549-2233,칵테일 / 와인,,,,10:30 - 22:00,4.4,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/1427_1596708488854327.jpg,392.0
다로베,서울시 강남구 논현동 94-9 1F,02-3445-3666,이탈리안,,,,11:00 - 22:00,4.7,38.0,,https://mp-seoul-image-production-s3.mangoplate.com/400042/26737_1598359162243_13389,393.0
세상끝의라멘,서울시 마포구 서교동 391-18 와와빌딩 2동 2F,02-336-1361,라멘 / 소바 / 우동,,,,15:00 - 17:00,4.1,101.0,,https://mp-seoul-image-production-s3.mangoplate.com/347577/472520_1599388365510_35086,394.0
히메시야,서울시 마포구 상수동 313-1,070-8245-4562,회 / 스시,믹스카츠동,8000.0,"믹스카츠동:8,000원//카츠가라아게동:8,000원//연어뱃살덮밥:11,500원//히라메사케동:11,500원//에비 카레:7,000원/",11:30 - 21:30,,,,https://mp-seoul-image-production-s3.mangoplate.com/102366_1436455672946,395.0
체다앤올리,서울시 성동구 성수동1가 685-696,02-468-1003,카페 / 디저트,,,,월-금: 10:00 - 21:00 토-일: 09:00 - 22:00,3.7,27.0,,https://mp-seoul-image-production-s3.mangoplate.com/284474/756684_1491450390228_6659,396.0
조씨네고기국수,서울시 성동구 행당동 158-16 1F,02-2299-0423,국수 / 면 요리,,,,11:20 - 20:30,4.0,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/822913_1512630663361031.jpg,397.0
패티앤베지스,서울시 강남구 신사동 525-2 1F,02-541-3443,브런치 / 버거 / 샌드위치,,,,,4.3,20.0,,https://mp-seoul-image-production-s3.mangoplate.com/664762_1598971851049705.jpg,398.0
positive zero LOUNGE,서울시 성동구 성수동1가 16-26 B1,02-462-5994,칵테일 / 와인,,,,18:00 - 02:00,4.2,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/878501_1513700202569588.jpg,399.0
경천애인 2237,서울시 강남구 삼성동 142-46,02-553-2237,고기 요리,경애스페셜 (150g),45500.0,"경애스페셜 (150g):45,500원//꽃등심 (150g):46,500원//소갈비살 (120g):47,500원//특안심 (150g):49,500원//스페셜육회 (130g):29,400원/",월: 17:00 - 22:00 화-일: 11:30 - 22:00,4.3,143.0,,https://mp-seoul-image-production-s3.mangoplate.com/94653_1536584687116817.jpg,400.0
빈브라더스,서울시 마포구 합정동 368-3,02-6012-2001,카페 / 디저트,아메리카노,6000.0,"아메리카노:6,000원//핸드드립:6,000원//롱블랙:6,000원//콜드브루:6,000원//플렛화이트:6,000원/",11:00 - 23:00,4.2,93.0,,https://mp-seoul-image-production-s3.mangoplate.com/47875_1497253669735560.jpg,401.0
bowl deli and eatery,서울시 성북구 성북동1가 103 1F,02-742-5232,이탈리안,,,,화-토: 11:00 - 21:00 일: 11:00 - 15:00,3.3,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/480234_1518426193323671.jpg,402.0
큐뮬러스,서울시 성동구 성수동1가 275-5 1F,02-465-7587,브런치 / 버거 / 샌드위치,,,,수: 12:00 - 17:00 목-일: 10:00 - 17:00,4.3,25.0,,https://mp-seoul-image-production-s3.mangoplate.com/572525_1587780141987262.jpg,403.0
길버트버거앤프라이즈,서울시 강남구 신사동 545-3 B1,02-546-5453,브런치 / 버거 / 샌드위치,길버트버거 (140g),11000.0,"길버트버거 (140g):11,000원//미스터프레지던트 (140g):10,500원//길맥버거 (140g):10,000원//프렌치프라이즈:7,000원//칠리치즈프라이즈:12,000원/",11:30 - 22:00,4.3,283.0,,https://mp-seoul-image-production-s3.mangoplate.com/185711/191512_1472978420777_32608,404.0
퍼주에,서울시 성동구 금호동4가 1190,"
베트남 음식
",,,,,,3.8,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/384101/116586_1599977421067_60156,405.0
모퉁이우,서울시 강남구 청담동 89,"
고기 요리
",,,,,,4.4,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/27907_1487505787771210.jpg,406.0
밥짓고티우림,서울시 성북구 동소문동1가 45-1,02-6349-4999,한정식 / 백반 / 정통 한식,,,,12:00 - 22:00,3.6,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/853808_1509286879906970.jpg,407.0
구포국수,서울시 성북구 성북동 170-41,02-744-0215,국수 / 면 요리,멸치국수 보통,5000.0,"{'월-금,토': '오전 11시 - 오전 1시 30분                    ', '휴무일': '매주 일요일                    '}",11:00 - 01:00,,,,https://mp-seoul-image-production-s3.mangoplate.com/96662/ctwmferbyxt2d-.jpg,408.0
쭈불쭈불,서울시 성북구 안암동5가 12-69,070-7563-9150,고기 요리,,,,10:30 - 21:00,3.8,20.0,,https://mp-seoul-image-production-s3.mangoplate.com/334743/862732_1506610653371_29028,409.0
코스모왕양꼬치,서울시 강남구 논현동 182 2F,02-511-8909,기타 중식,,,,,4.3,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/610330_1597916123966169.jpg,410.0
로만테이,서울시 강남구 신사동 656 신우빌딩,070-7722-7308,이자카야 / 오뎅 / 꼬치,,,,18:00 - 24:00,4.3,21.0,,https://mp-seoul-image-production-s3.mangoplate.com/1427_1503321811708075.jpg,411.0
카페코튼,서울시 성동구 성수동2가 279-39,"
카페 / 디저트
",,,,,,3.9,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/401626/26737_1600004600508_12878,412.0
오츠에스프레소,서울시 마포구 상수동 328-2,070-7806-5542,카페 / 디저트,,,,,4.2,12.0,,https://mp-seoul-image-production-s3.mangoplate.com/59540_1598798990710619.jpg,413.0
SOOT,서울시 강남구 신사동 561-35,02-6401-0306,퓨전 양식,닭고기 구이,22000.0,"닭고기 구이:22,000원//삼치구이와 미소 버터 보리:28,000원//플랫아이언 스테이크:34,000원//이베리코 프레사 구이:45,000원//컬리플라워:15,000원/",17:00 - 23:00,4.7,51.0,,https://mp-seoul-image-production-s3.mangoplate.com/32408_1565880528963510.jpg,414.0
태양커피,서울시 마포구 서교동 358-106,02-332-8183,카페 / 디저트,,,,12:00 - 21:00,4.5,31.0,,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/384431/1146217_1599471789730,415.0
더홈서울,서울시 성북구 삼선동5가 357,010-2745-9372,카페 / 디저트,,,,11:00 - 22:00,3.9,11.0,,https://mp-seoul-image-production-s3.mangoplate.com/144805_1504496437668611.jpg,416.0
아뜰리에에마미,서울시 성북구 동선동3가 1,02-923-7212,카페 / 디저트,,,,12:00 - 22:30,3.7,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/96374/reviews/943fd820770b.jpg,417.0
카페앤아더,서울시 성동구 성수동1가 668-104,070-8777-9724,카페 / 디저트,,,,10:30 - 22:30,3.8,29.0,,https://mp-seoul-image-production-s3.mangoplate.com/21015_1500819513158144.jpg,418.0
제순식당,서울시 성북구 동선동1가 85-59,02-927-2007,한정식 / 백반 / 정통 한식,오제볶음,7000.0,"오제볶음:7,000원//간장오불:7,000원//직화제육볶음:6,000원//직화오징어볶음:7,000원//순두부찌개:5,000원/",10:00 - 21:30,3.9,89.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/444931_1460215984590094.jpg,419.0
호호세세,서울시 성동구 성수동1가 685-580,02-469-5533,퓨전 양식,,,,월-토: 11:00 - 01:00 일: 11:00 - 23:00,3.9,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/64420_1596170967748148.jpg,420.0
부부 드 꼼뜨와,서울시 마포구 동교동 197-25 신한빌딩 1F,02-6204-7697,프랑스 음식,,,,월-금: 11:30 - 23:00 토-일: 14:00 - 23:00,4.4,44.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/700778_1486731021653631.jpg,421.0
토라식당,서울시 성동구 성수동1가 14-47,02-6012-7690,정통 일식 / 일반 일식,,,,월-금: 11:30 - 24:00 토: 12:00 - 22:00,4.1,29.0,,https://mp-seoul-image-production-s3.mangoplate.com/1179551_1599193095432763.jpg,422.0
버블티킹,서울시 성북구 안암동5가 146-4,02-929-1998,카페 / 디저트,,,,10:00 - 22:00,3.9,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/41304/53458_1472754694599_26488,423.0
동차밥,서울시 마포구 연남동 390-78 3F,02-333-1066,정통 일식 / 일반 일식,동차밥돈가스,9000.0,"동차밥돈가스:9,000원//함박스테이크:13,000원//새우마요:9,000원//게살크림고로케:5,500원//생연어덮밥:12,000원/",11:30 - 20:30,4.2,42.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/8184_1450783829018.jpg,424.0
모터시티,서울시 강남구 역삼동 736-1 아크플레이스 어반스코트 B1,02-2051-8877,기타 양식,,,,월-금: 11:00 - 22:00 토-일: 11:00 - 21:30,4.3,87.0,,https://mp-seoul-image-production-s3.mangoplate.com/359409/lrpyjhyilqkp4u.jpg,425.0
바다회사랑,서울시 마포구 서교동 461-25,02-325-6565,해산물 요리,,,,월-토: 14:30 - 01:00 일: 14:30 - 23:00,4.4,47.0,,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/227208/12258_1599487386706,426.0
청수장,서울시 성북구 정릉동 416-27,02-913-6176,고기 요리,,,,11:00 - 22:00,3.9,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/542906_1483440664455012.jpg,427.0
태조감자국,서울시 성북구 동선동1가 49 세학빌딩,02-921-7667,탕 / 찌개 / 전골,,,,,4.0,28.0,,https://mp-seoul-image-production-s3.mangoplate.com/321864/468284_1494914459066_9695,428.0
옛날중국집,서울시 성북구 성북동 184-2,02-764-0094,정통 중식 / 일반 중식,,,,11:00 - 21:00,3.2,23.0,,https://mp-seoul-image-production-s3.mangoplate.com/185788/400_1452387739517_1612676,429.0
